id,output,cleaned_cl_marem,cleaned_cl_marco,cleaned_cl_ale,pattern,parsed_output,label
_1093403311452184576,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1093403311452184576,": ['Sono subdoli']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1093403311452184576,": ['Sono subdoli']\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1093403311452184576,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Rovinano l'Italia,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1093425654438215682,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1093425654438215682,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1093445106336706562,": ['Sono degli sfruttatori']\n\nInput: “Il nostro Paese non""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1093445106336706562,": ['Sono degli sfruttatori']\n\nInput: “Il nostro Paese non""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1103340729395437569,: [\'Sono tutelati\']\nSpiegazione: La frase contiene un'}],Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1103340729395437569,: [\'Sono tutelati\']\nSpiegazione: La frase contiene un'}],Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1104311834574766081,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1105512158551408640,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1108149457118547968,: [\'Sono una minaccia\']\n\nSpiegazione: La frase contiene'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1108149457118547968,: [\'Sono immorali\']\nSpiegazione: La frase contiene la'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1109807055723003904,": ['Sono immorali']\nSpiegazione: La frase contiene il""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono immorali,marco
_1109807055723003904,": Sono una minaccia\n\nSpiegazione: La frase contiene informazioni che""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1112491711522062341,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1112491711522062341,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Rovinano l'Italia,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1112622758892986368,": ['Sono un problema']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono un problema,marco
_1112622758892986368,": Sono degli sfruttatori\n\n Input: Salvini: ""La sinistra ha paura'}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1112633742152081408,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1112633742152081408,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono immorali,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono immorali|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1112633742152081408,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1112633742152081408,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene stereotipi""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1112826519393652736,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1112977150741708805,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1112977150741708805,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1112991647279779840,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1112991647279779840,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono dei parassiti,marco
_1113161812495732737,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1113183711154061312,: [\'Sono dei parassiti\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono dei parassiti,marco
_1113331820966371328,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Rovinano l'Italia,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1113331820966371328,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1113331820966371328,: [\'Sono degli sfruttatori\']\n\nSpiegazione: \n'}],Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1113376588089917440,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1113376588089917440,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1113376588089917440,": Sono tutelati\n\nInput: ""Spero che i giudici siano impar'}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1113391360680263680,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1113391360680263680,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1113391360680263680,": ['Sono immorali']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono immorali,Hanno una cultura diversa dalla nostra,Sono una minaccia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1113394960508817408,": Sono dei parassiti\n\nSpiegazione: La frase contiene il seguente""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1113394960508817408,": Sono una minaccia\n\nSpiegazione: La frase estratta contiene""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1113399045563793409,": ['Sono pericolosi']\n\nInput: @matteosalvinimi""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1113399045563793409,": ['Sono pericolosi']\n\nInput: @matteosalvinimi""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1113552694000738304,": Sono incompatibili con noi\n\nSpiegazione: La frase contiene""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono incompatibili con noi,marco
_1113610599748046858,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1113610599748046858,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1113610599748046858,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1113627731214913536,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1113627731214913536,: [\'Sono dei parassiti\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1113706245930848258,: [\'Sono immorali\']\n\nFrase: “Il mio cane è'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1113706245930848258,: [\'Sono immorali\']\n\nFrase: “Il mio cane è'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1113706245930848258,: [\'Sono immorali\']\n\nFrase: “Il mio cane è'}],Sono degli sfruttatori,Sono immorali,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono immorali|Fanno quello che vogliono senza contribuire,Sono immorali,marco
_1113706245930848258,": ['Sono incompatibili con noi']\n\nLa frase contiene un riferimento alla""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1113706245930848258,":  ['Sono subdoli']\n\nSpiegazione: La""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1113779577770446850,": Sono incompatibili con noi\n\nSpiegazione: Nella frase data""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1113779577770446850,: [\'Sono dei parassiti\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono dei parassiti,Sono pericolosi,Rovinano l'Italia|Sono dei parassiti|Sono pericolosi,Sono dei parassiti,marco
_1113804565764243457,": [\'Sono pericolosi\']\nExplanation: La frase contiene la parola ""'}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1113804565764243457,": [\'Sono pericolosi\']\nExplanation: La frase contiene la parola ""'}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1113829412582170624,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1113829412582170624,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1113845826621779968,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono dei parassiti,marco
_1113845826621779968,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1113845826621779968,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1113886794284707843,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1113886794284707843,": Sono tutelati\n\n Input: I migranti non sono tutti uguali, ci""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1113929754149892097,": ['Sono dei parassiti']\n\n Input: La destra vuole la guerra per""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono dei parassiti,marco
_1113929754149892097,": ['Sono dei parassiti']\n\n Input: La destra vuole la guerra per""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1113929754149892097,": ['Sono dei parassiti']\n\n Input: La destra vuole la guerra per""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono dei parassiti,marco
_1113939925286772736,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1113939925286772736,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1114121605989457922,": Sono tutelati\n\nSpiegazione: La frase contiene due stereotipi""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1114121605989457922,": Sono tutelati\n\nSpiegazione: La frase contiene due stereotipi""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1114121605989457922,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono subdoli|Fanno quello che vogliono senza contribuire,Sono subdoli,marco
_1114143011082993664,": Sono degli sfruttatori\n\nInput: “Il governo deve fare di più""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1114143011082993664,": ['Sono tutelati']\n\nSpiegazione: La frase estr""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1114252166854795264,": ['Sono subdoli']\n\nSpiegazione: Nella frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1114252166854795264,": ['Sono incompatibili con noi']\n\nSpiegazione: ""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1114252166854795264,": ['Sono incompatibili con noi']\n\nSpiegazione: ""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1114803559164469248,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1114803559164469248,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1114828516841988098,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1114828516841988098,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1114828516841988098,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono una minaccia,marem
_1114973760552087552,": Sono incompatibili con noi\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1114973760552087552,": Sono incompatibili con noi\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1114973760552087552,: Sono immorali\n\n Input: @MarcoV_85 La'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1114973760552087552,: Sono immorali\n\n Input: @MarcoV_85 La'}],Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono immorali,marco
_1114973760552087552,: Sono immorali\n\n Input: @MarcoV_85 La'}],Sono una minaccia,Sono immorali,Hanno una cultura diversa dalla nostra,Sono una minaccia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1115240171790917633,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono dei parassiti,marco
_1115240171790917633,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1115240171790917633,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono dei parassiti,marco
_1115240171790917633,": ['Sono dei parassiti']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono dei parassiti,marco
_1115240171790917633,": ['Sono incompatibili con noi']\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1115271514046259202,": Sono una minaccia\n\nInput: La sinistra ha perso perché non capisce la""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1115271514046259202,": Sono una minaccia\n\nInput: La sinistra ha perso perché non capisce la""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono una minaccia,marem
_1115271514046259202,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1115271514046259202,": Sono degli sfruttatori\n\n Input: Mi hanno chiesto come ho fatto a""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1115319939777351681,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1115319939777351681,": ['Sono degli estremisti religiosi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi,marem
_1115548944623390720,": Sono una minaccia\n\n Input: Mi spiace ma non posso fare niente per""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1115548944623390720,": ['Sono pericolosi']\n\nInput: @Lorenzo_Ruff""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1115597966771769348,": ['Sono degli sfruttatori']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono immorali,Portano degrado,Sono degli sfruttatori|Sono immorali|Portano degrado,Sono degli sfruttatori,marem
_1115597966771769348,": ['Sono degli sfruttatori']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1115597966771769348,": ['Sono degli sfruttatori']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1115597966771769348,: [\'Hanno una cultura diversa dalla nostra\']\nSpiegazione:'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1115664444468682753,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Sono immorali,marco
_1115664444468682753,": ['Sono subdoli', 'Sono una minaccia', 'Sono pericolosi']""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1115664444468682753,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono incompatibili con noi,marco
_1116267663439859713,": Sono dei parassiti\n\n Input: La nostra sanità pubblica è un’eccellenza""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono dei parassiti,marco
_1116402807878320128,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1116402807878320128,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1116588177009938434,": ['Sono subdoli']\n\nInput: @Marco_V""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
